listing_id,source_site,url,scrape_timestamp,ad_date,title,brand,model,trim,year,price_lkr,price_raw,is_negotiable,mileage_km,mileage_raw,fuel_type,transmission,engine_cc,body_type,condition,location,options,description,seller_hash,is_dealer_guess,is_promoted,views,parse_warnings
11979645,riyasewana,https://riyasewana.com/buy/mercedes-benz-c180-sale-nugegoda-11979645,2026-07-18T17:29:26,"2026 Jul 18, 11:18 am",Mercedes-Benz C180,Mercedes-Benz,C180,,2013,10490000,"Rs. 10,490,000",False,102000,"102,000 km",Petrol,Automatic,1600,car,used,Nugegoda,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,Mercedes Benz C180 Face Lifted Year-2013( luxury model) (Dimo Rejistered) 102000 km Parking and drive assistant sensors Colour- Maroor Interior- Beige and brown dashboard Blue efficiency Dual climate control AC Multi function steering Cruise Contro Leather Electric Seats Rear Electric Blinders -Bi -Xenon headlamps with Active Curve Illumination and Adaptive Highbeam Assist 1600cc turbocharged engine Fuel Economy: 10-12 KMPL Highway 15-17 KMPL,357a4dc604003f44,False,False,10,
11979610,riyasewana,https://riyasewana.com/buy/nissan-cefiro-sale-kalutara-11979610,2026-07-18T17:29:26,"2026 Jul 18, 11:13 am",Nissan Cefiro,Nissan,Cefiro,,1995,3900000,"Rs. 3,900,000",False,189600,"189,600 km",Petrol,Automatic,,car,used,Kalutara,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,සුපිරියක් හොයන කෙනෙකුට brand new වගේ තියෙනවා,fcb23be992eacab0,False,False,12,
11979660,riyasewana,https://riyasewana.com/buy/toyota-belta-sale-nugegoda-11979660,2026-07-18T17:29:26,"2026 Jul 18, 11:20 am",Toyota Belta,Toyota,Belta,,2008,6990000,"Rs. 6,990,000",False,141000,"141,000 km",Petrol,Automatic,1300,car,used,Nugegoda,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,🔴Service record are available 🔴 141000km 🔴 2nd Owner 🔴 74.90/= ☎️ 077 748 5820 077 731 6169,357a4dc604003f44,False,False,12,
11979672,riyasewana,https://riyasewana.com/buy/suzuki-alto-sale-kandy-11979672,2026-07-18T17:29:26,"2026 Jul 18, 11:22 am",Suzuki Alto,Suzuki,Alto,,2007,2975000,"Rs. 2,975,000",False,930000,"930,000 km",Petrol,Manual,800,car,used,Kandy,AIR CONDITION|POWER STEERING,"එන්ජිම සහ ධාවන තත්ත්වය 100% ක් ඉතා හොඳින් ඇත. AC සහ ලයිට් සියල්ල හොඳින් වැඩ . නිවසේ පාවිච්චි කරන ලද ඉතා සුපිරි තත්ත්වයේ පවතින රථයකි. සියලුම ලියකියවිලි නිරවුල් ස්ථානය: කටුගස්තොට ,යටිවාවල මිල ගනන් සාකච්ඡා කර ගත හැක",329a62b1a42bcab7,False,False,10,
11963048,riyasewana,https://riyasewana.com/buy/suzuki-alto-sale-gampaha-11963048,2026-07-18T17:29:26,"2026 Jul 15, 5:42 pm",Suzuki Alto,Suzuki,Alto,,2017,4300000,"Rs. 4,300,000",False,158000,"158,000 km",Petrol,Manual,800,car,used,Gampaha,AIR CONDITION|POWER STEERING|POWER WINDOW,"ඇල්ටො,මරුටි, kwid,සහ සියලුම ජපන්, ඉන්දියන්, චයිනා , කොරියන්, යුරෝපීයන් කාර් සඳහා උපරිම ලීසින් මුදලක් ලබා ගැනීමට අමතන්න. 1990 න් උඩ සියලුම කාර් වෑන් රථ සඳහා උපරිම මුදලක් 0764244495",c30365e0bb30ffd3,False,True,627,
11957828,riyasewana,https://riyasewana.com/buy/nissan-dayz-highway-sale-kadawatha-11957828,2026-07-18T17:29:26,"2026 Jul 14, 7:45 pm",Nissan Dayz Highway Star X PROPILOT,Nissan,Dayz Highway Star X PROPILOT,,2024,8100000,"Rs. 8,100,000",False,37000,"37,000 km",Hybrid,Automatic,660,car,reconditioned,Kadawatha,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,Nissan Dayz Highway Star X PROPILOT Year of Manufacture 2024 BRAND NEW CONDITION Full spec model The Dayz Highway Star is one of Nissan's premium trims of Japan's best-selling cars. And the practicality makes it one of the most affordable models compared to the vehicle's features in Sri lanka. • 660cc 3-cylinder engine • CVT automatic transmission • Excellent fuel economy 20Km/L - 25 KM/L • Signature Highway Star chrome front grille • Smart Key entry with push-button start • Surround View Monitor (360° camera) • And the stylish alloy wheels • Leather-wrapped steering wheel • Automatic climate control • Rear seat sliding & reclining function • Large storage compartments throughout cabin • Touchscreen infotainment display • Automatic LED headlights • Rear parking sensors • Intelligent Emergency Braking (IEB) • ProPILOT (lane-keep/adaptive driving assist) • Lane Departure Warning • Blind Spot Warning • Dual front & side airbags The price can be negotiated after inspection. 📍Now Available at TG Auto Lands 📞 Call for more information: 0770296114 WhatsApp: 074 214 6566,9e5739465f8907ff,False,True,718,
11979655,riyasewana,https://riyasewana.com/buy/toyota-pixis-sale-veyangoda-11979655,2026-07-18T17:29:26,"2026 Jul 18, 11:19 am",Toyota Pixis,Toyota,Pixis,,2024,7350000,"Rs. 7,350,000",False,12000,"12,000 km",Petrol,Automatic,660,car,used,Veyangoda,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,"TOYOTA PIXIS EPOCH G Grade EDITION 2024 MODEL. Manufactured 2023/09 Sky blue Colour Highest Grade Safety Package Company Fitted Turbo Timer 6 Airbags System ABS Braking System Auto Braking System Lane Departure Warning System Seat Belt Warning System Child Safety Door Locks Smart Key, Keyless Entry with Push Start Touch A/C Control with Automatic Air-conditioning Power steering Power Windows Power Mirrors Comfortable Fabric Seats Spacious Boot Company Fitted Media Player with CD DVD USB & Bluetooth Reverse Camera Stylish Compact Design LED Headlamps LED Rear Combination Lamps And Many More Options",7e005eb68cdb27a5,False,False,7,
11979629,riyasewana,https://riyasewana.com/buy/honda-fit-gp5-sale-negombo-11979629,2026-07-18T17:29:26,"2026 Jul 18, 11:16 am",Honda Fit GP5,Honda,Fit GP5,,2013,7990000,"Rs. 7,990,000",False,150,150 km,Hybrid,Automatic,1500,car,used,Negombo,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,𝑪𝑨𝑪***𝑩𝑳𝑼𝑬💙 𝑭𝒖𝒍𝒍 𝑺𝒂𝒇𝒆𝒕𝒚 𝒑𝒂𝒄𝒌 𝑯𝒐𝒏𝒅𝒂 𝑭𝒊𝒕 𝑮𝒑5 2013 𝑴𝒂𝒏𝒖𝒇𝒂𝒄𝒕𝒖𝒓𝒆𝒓 2015 𝑹𝒆𝒈𝒊𝒔𝒕𝒆𝒓 𝑫𝒖𝒂𝒍 𝑴𝒖𝒍𝒕𝒊𝒇𝒖𝒏𝒄𝒕𝒊𝒐𝒏 𝑪𝒓𝒖𝒊𝒔𝒆 𝑪𝒐𝒏𝒕𝒓𝒐𝒍 𝑺𝒄𝒐𝒐𝒑 𝑳𝒊𝒈𝒉𝒕 𝑷𝒖𝒔𝒉 𝑺𝒕𝒂𝒓𝒕 𝑪𝒍𝒊𝒎𝒂𝒕𝒆 𝑪𝒐𝒏𝒕𝒓𝒐𝒍 𝑶𝒓𝒊𝒈𝒊𝒏𝒂𝒍 𝑺𝒉𝒆𝒆𝒕 𝑮𝒆𝒏𝒖𝒊𝒏𝒆 𝑴𝒂𝒊𝒍𝒈𝒆 𝑺𝒆𝒓𝒗𝒊𝒄𝒆𝒔 𝒕𝒂𝒈 𝒂𝒗𝒂𝒍𝒂𝒃𝒍𝒆 𝑴𝒐𝒔𝒕 𝑫𝒆𝒎𝒂𝒏𝒅𝒆𝒅 𝒂𝒏𝒅 𝑨𝒕𝒕𝒓𝒂𝒄𝒕𝒊𝒗𝒆 𝒄𝒐𝒍𝒐𝒖𝒓 𝑾𝒆𝒍𝒍 𝒂𝒏𝒅 𝑻𝒊𝒎𝒆𝒍𝒚 𝑴𝒂𝒊𝒏𝒕𝒂𝒊𝒏𝒆𝒅 𝒄𝒂𝒓 8 𝒂𝒊𝒓 𝒃𝒂𝒈 𝑨𝒖𝒕𝒐 𝑺𝒕𝒐𝒑 𝑨𝒏𝒅𝒓𝒐𝒊𝒅 𝑷𝒍𝒂𝒚𝒆𝒓 𝑨𝒍𝒍𝒐𝒘 𝒘𝒉𝒆𝒆𝒍 𝑩𝒐𝒅𝒚 𝒌𝒊𝒕 &𝑺𝒑𝒐𝒊𝒍𝒆𝒓 𝑶𝒑𝒕𝒊𝒎𝒂𝒍 𝑪𝒐𝒏𝒅𝒊𝒕𝒊𝒐𝒏 𝑵𝒐 𝑴𝒂𝒋𝒐𝒓 𝑨𝒄𝒄𝒊𝒅𝒆𝒏𝒕 𝑩𝒆𝒔𝒕 𝑪𝒐𝒏𝒅𝒊𝒕𝒊𝒐𝒏 𝑪𝒂𝒏 𝒔𝒆𝒆 𝑸𝒖𝒊𝒄𝒌 𝑪𝒂𝒓 𝑺𝒂𝒍𝒆 𝒘𝒆𝒏𝒏𝒂𝒑𝒑𝒖𝒘𝒂.,921524c2b3a26c1f,False,False,12,mileage_implausibly_low
11979656,riyasewana,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-11979656,2026-07-18T17:29:26,"2026 Jul 18, 11:19 am",Suzuki Wagon R Stingray,Suzuki,Wagon R Stingray,,2018,,Negotiable,True,117999,"117,999 km",Petrol,Automatic,650,car,used,Kurunegala,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,"* Suzuki wagon stingray * ⁠2018/2018 * ⁠118000km * ⁠2nd owner * ⁠original paint * Manufacturing Year 2018 * Registered year 2018 * body in mint condition ✔️ * interior Good condition ✔️ * Air condition * power steering * power window * DVD setup & Reverse camer * Traction control * Good condition car * Price negotiable ✅ Call * ⁠Can see kurunagala * ⁠downe payment-1800000/= * ⁠Location- Kurunagala,Mawthgama Hot line-0717333267 0715333267 0704815371 0776843565",48c64e940cda9cea,True,False,14,
11942981,riyasewana,https://riyasewana.com/buy/mazda-demio-sale-kandy-11942981,2026-07-18T17:29:26,"2026 Jul 12, 10:16 am",Mazda Demio,Mazda,Demio,,2007,4950000,"Rs. 4,950,000",False,316000,"316,000 km",Petrol,Automatic,1300,car,used,Kandy,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,Color : Sky Blue,d02294913c36fca3,False,True,660,
11979607,riyasewana,https://riyasewana.com/buy/toyota-axio-g-sale-piliyandala-11979607,2026-07-18T17:29:26,"2026 Jul 18, 11:13 am",Toyota AXIO G GRADE,Toyota,AXIO G GRADE,,2009,7560000,"Rs. 7,560,000",False,266000,"266,000 km",Petrol,Automatic,1500,car,used,Piliyandala,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,Looking for a reliable and comfortable ride in Sri Lanka? This used Toyota Axio saloon offers smooth automatic transmission and a fuel-efficient 1500cc petrol engine perfect for daily commutes or family trips. Experience the renowned Toyota dependability. **Key Details:** * Condition: Used * Engine: 1500cc * Fuel Type: Petrol * Transmission: Automatic * Body Type: Saloon * Registered Year: 2010 * Third owner * G grade: Full option * Dash Cam,553872a8bd26ffe4,False,False,14,
11979626,riyasewana,https://riyasewana.com/buy/suzuki-alto-k10-sale-gampaha-11979626,2026-07-18T17:29:26,"2026 Jul 18, 11:16 am",Suzuki Alto K10,Suzuki,Alto K10,,2011,3775000,"Rs. 3,775,000",False,12,12 km,Petrol,Manual,1000,car,used,Gampaha,AIR CONDITION|POWER STEERING,SUZUKI ALTO K10 CAR FOR SALE •Manufactured - 2011 •Registered - 2011 •Power Shutters •Accident Free •Clear Documents,d0e92595c1c5279b,False,False,18,mileage_implausibly_low
11979613,riyasewana,https://riyasewana.com/buy/toyota-belta-sale-matara-11979613,2026-07-18T17:29:26,"2026 Jul 18, 11:14 am",Toyota Belta,Toyota,Belta,,2011,7000000,"Rs. 7,000,000",False,122700,"122,700 km",Petrol,Automatic,1000,car,used,Matara,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,1 st owner home use superb condition,482e4d304b4be8d4,False,False,15,
11979597,riyasewana,https://riyasewana.com/buy/toyota-corolla-ae100-sale-colombo-11979597,2026-07-18T17:29:26,"2026 Jul 18, 11:12 am",Toyota Corolla AE100 L Touring Elephant Back,Toyota,Corolla AE100 L Touring Elephant Back,,1998,3240000,"Rs. 3,240,000",False,295000,"295,000 km",Petrol,Automatic,1500,car,used,Colombo,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,L Touring Petrol/Automatic Home used Need attention on seat covers,b0b565dcca35ba57,False,False,26,
11979611,riyasewana,https://riyasewana.com/buy/daihatsu-charmant-ea35-sale-galle-11979611,2026-07-18T17:29:26,"2026 Jul 18, 11:13 am",Daihatsu Charmant EA35,Daihatsu,Charmant EA35,,1987,1050000,"Rs. 1,050,000",False,4000,"4,000 km",Petrol,Manual,1297,car,used,Galle,AIR CONDITION,MORE DETAILS # Daihathsu charmant EA35 # Original book & clear documents # Liscence & insuarance updated # Engine overhauled done 💯 # 4000km done # 2k auto paint done # original body conditions 💯 # New front tyres 💯 # Rear tyres 80 # New 3 core radiator # Battery replaced with company warrenty remaining # rear window heater 💯 # Center lock # Mp3 cd/usb player # Riverse camera # New cushioned seat set # A/C # 18km/l without A/C # Price negotiate *Inspection on weekends *call/whatsapp : 0717202800,e241992593f9b928,False,False,15,
11979649,riyasewana,https://riyasewana.com/buy/toyota-camry-sale-colombo-11979649,2026-07-18T17:29:26,"2026 Jul 18, 11:18 am",Toyota Camry,Toyota,Camry,,1999,3550000,"Rs. 3,550,000",False,200000,"200,000 km",Petrol,Automatic,1800,car,used,Colombo,AIR CONDITION|POWER STEERING|POWER MIRROR|POWER WINDOW,"Toyota Camry Limited SV40 ▪️Reliable 1800cc Petrol Engine ▪️FULL OPTIONS, ALL WORKING ▪️LED Lights ▪️Powerful AC ▪️Remote Lock and Unlock key ▪️Good Tyres ▪️SRS Airbag ▪️Intermittent windscreen wipers ▪️Beautiful front Grill Design ▪️Rubber beadings all intact and in place ▪️Spare keys available ▪️Good Fuel Efficiency for a 1800cc engine 🔸8inch Touchscreen (Apple Carplay, Android Auto, other options) 🔸Pioneer Dashcam 🔸Pioneer Soundsystem 🔸Reverse Camera built-in 🔸Wood panels 🔸Comfortable adjustable seats, no rips or tears 🔸Intact headliner 🔸Working dome lights 🔸2 Tier Centre-console 🔹All Documents clear 🔹License Insurance up to date 🟢Very Comfortable and Reliable car for daily running 🟢Vehicle Exchange considered 🟢Price Negotiable",982f367a2aeea5dc,False,False,15,
